,Unnamed: 0,Client: Create Date/Time,Client's_City,zipcode,county,Client's Location,PresentingNeeds_TaxonomyCode,category_code,category_sub,latitude,longitude
16260,16351,08/27/2015 09:03:16.651903 MDT,TROY,12180,RENSSELAER,Rensselaer,HL-8120.7800-200,H,HL,42.731628,-73.66465
16261,16352,08/27/2015 09:03:16.651903 MDT,TROY,12180,RENSSELAER,Rensselaer,HL-8120.7800-200,N,NT,42.731628,-73.66465
16262,16353,08/27/2015 09:03:16.651903 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16263,16354,08/27/2015 09:03:16.651903 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16264,16355,08/27/2015 09:03:16.651903 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,,,42.731628,-73.66465
16265,16362,09/08/2015 10:05:56.123511 MDT,TROY,12180,RENSSELAER,Rensselaer,DF-7000.8250,B,BH,42.731628,-73.66465
16266,16369,09/11/2015 10:55:39.146555 MDT,TROY,12180,RENSSELAER,Rensselaer,,,,42.731628,-73.66465
16267,16370,09/11/2015 13:03:16.041081 MDT,TROY,12180,RENSSELAER,Rensselaer,,F,FT,42.731628,-73.66465
16268,16371,09/13/2015 12:59:06.324048 MDT,TROY,12180,RENSSELAER,Rensselaer,FT-1000.8900,,,42.731628,-73.66465
16269,16372,09/14/2015 07:41:20.435071 MDT,TROY,12180,RENSSELAER,Rensselaer,,B,BD,42.731628,-73.66465
16270,16373,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,BD-1800.2000,B,BD,42.731628,-73.66465
16271,16374,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,BD-1800.2000,B,BD,42.731628,-73.66465
16272,16375,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,BD-1800.2000,B,BD,42.731628,-73.66465
16273,16376,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,BD-1800.2000,T,TD,42.731628,-73.66465
16274,16377,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,TD-1600.3100-800,T,TD,42.731628,-73.66465
16275,16378,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,TD-1600.3100-800,T,TD,42.731628,-73.66465
16276,16379,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,TD-1600.3100-800,T,TD,42.731628,-73.66465
16277,16380,09/14/2015 07:51:23.230758 MDT,TROY,12180,RENSSELAER,Rensselaer,TD-1600.3100-800,Y,YZ,42.731628,-73.66465
16278,16381,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,YZ-1740,Y,YZ,42.731628,-73.66465
16279,16382,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,YZ-1740,Y,YZ,42.731628,-73.66465
16280,16383,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,YZ-1740,F,FC,42.731628,-73.66465
16281,16384,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,FC-8200.8100-200,F,FC,42.731628,-73.66465
16282,16385,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,FC-8200.8100-200,F,FC,42.731628,-73.66465
16283,16386,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,FC-8200.8100-200,F,FT,42.731628,-73.66465
16284,16387,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,FT-4800,F,FT,42.731628,-73.66465
16285,16388,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,FT-4800,F,FT,42.731628,-73.66465
16286,16389,09/14/2015 11:03:05.985274 MDT,TROY,12180,RENSSELAER,Rensselaer,FT-4800,B,BD,42.731628,-73.66465
16287,16393,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16288,16394,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16289,16395,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16290,16396,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,B,BM,42.731628,-73.66465
16291,16397,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,B,BM,42.731628,-73.66465
16292,16398,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,B,BM,42.731628,-73.66465
16293,16399,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-800,B,BM,42.731628,-73.66465
16294,16400,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-800,B,BM,42.731628,-73.66465
16295,16401,09/21/2015 10:11:48.837303 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-800,R,RP,42.731628,-73.66465
16296,16402,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-5000.6400,R,RP,42.731628,-73.66465
16297,16403,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-5000.6400,R,RP,42.731628,-73.66465
16298,16404,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-5000.6400,R,RP,42.731628,-73.66465
16299,16405,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-1400.8000-050,R,RP,42.731628,-73.66465
16300,16406,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-1400.8000-050,R,RP,42.731628,-73.66465
16301,16407,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-1400.8000-050,Y,YZ,42.731628,-73.66465
16302,16408,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,YZ-5000,Y,YZ,42.731628,-73.66465
16303,16409,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,YZ-5000,Y,YZ,42.731628,-73.66465
16304,16410,09/22/2015 09:15:48.084876 MDT,TROY,12180,RENSSELAER,Rensselaer,YZ-5000,B,BH,42.731628,-73.66465
16305,16411,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-3900.3100,B,BH,42.731628,-73.66465
16306,16412,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-3900.3100,B,BH,42.731628,-73.66465
16307,16413,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-3900.3100,B,BH,42.731628,-73.66465
16308,16414,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-7000.4600-450,B,BH,42.731628,-73.66465
16309,16415,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-7000.4600-450,B,BH,42.731628,-73.66465
16310,16416,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-7000.4600-450,N,NT,42.731628,-73.66465
16311,16417,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16312,16418,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16313,16419,09/22/2015 09:39:48.639323 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,B,BV,42.731628,-73.66465
16314,16420,09/22/2015 14:24:01.312079 MDT,TROY,12180,RENSSELAER,Rensselaer,BV-8900.9300-180,N,NT,42.731628,-73.66465
16315,16421,09/24/2015 11:26:50.372966 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16316,16422,09/24/2015 11:26:50.372966 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16317,16423,09/24/2015 11:26:50.372966 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,B,BV,42.731628,-73.66465
16318,16424,09/24/2015 11:26:50.372966 MDT,TROY,12180,RENSSELAER,Rensselaer,BV-8900.9300-180,B,BV,42.731628,-73.66465
16319,16425,09/24/2015 11:26:50.372966 MDT,TROY,12180,RENSSELAER,Rensselaer,BV-8900.9300-180,B,BV,42.731628,-73.66465
16320,16426,09/24/2015 11:26:50.372966 MDT,TROY,12180,RENSSELAER,Rensselaer,BV-8900.9300-180,N,NL,42.731628,-73.66465
16321,16427,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,NL-3000.1500,N,NL,42.731628,-73.66465
16322,16428,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,NL-3000.1500,N,NL,42.731628,-73.66465
16323,16429,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,NL-3000.1500,N,NL,42.731628,-73.66465
16324,16430,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,NL-3000.1500,P,PH,42.731628,-73.66465
16325,16431,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1500,P,PH,42.731628,-73.66465
16326,16432,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1500,P,PH,42.731628,-73.66465
16327,16433,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1500,P,PH,42.731628,-73.66465
16328,16434,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1500,P,PH,42.731628,-73.66465
16329,16435,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16330,16436,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16331,16437,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16332,16438,09/24/2015 11:40:05.827404 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,B,BT,42.731628,-73.66465
16333,16440,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,JR-8200.1500-150,J,JR,42.731628,-73.66465
16334,16441,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,JR-8200.1500-150,J,JR,42.731628,-73.66465
16335,16442,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,JR-8200.1500-150,J,JR,42.731628,-73.66465
16336,16443,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,JR-8200.1500-150,J,JR,42.731628,-73.66465
16337,16444,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,JR-8200.1500-150,J,JR,42.731628,-73.66465
16338,16445,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,JR-8200.1500-150,H,HD,42.731628,-73.66465
16339,16446,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,HD-8200,H,HD,42.731628,-73.66465
16340,16447,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,HD-8200,H,HD,42.731628,-73.66465
16341,16448,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,HD-8200,H,HD,42.731628,-73.66465
16342,16449,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,HD-8200,H,HD,42.731628,-73.66465
16343,16450,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,HD-8200,H,HD,42.731628,-73.66465
16344,16451,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,HD-8200,P,PH,42.731628,-73.66465
16345,16452,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16346,16453,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16347,16454,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16348,16455,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16349,16456,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,P,PH,42.731628,-73.66465
16350,16457,09/29/2015 12:12:10.85044 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1250.1800,B,BD,42.731628,-73.66465
16351,16462,10/04/2015 13:26:25.043746 MDT,TROY,12180,RENSSELAER,Rensselaer,,F,FL,42.731628,-73.66465
16352,16463,10/11/2015 11:39:58.42384 MDT,TROY,12180,RENSSELAER,Rensselaer,FL-6500,P,PH,42.731628,-73.66465
16353,16480,10/22/2015 10:06:27.225283 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-3800.7000,B,BV,42.731628,-73.66465
16354,16481,10/23/2015 09:28:13.130591 MDT,TROY,12180,RENSSELAER,Rensselaer,BV-8900.9300-180,B,BV,42.731628,-73.66465
16355,16482,10/23/2015 09:28:13.130591 MDT,TROY,12180,RENSSELAER,Rensselaer,BV-8900.9300-180,N,NT,42.731628,-73.66465
16356,16483,10/23/2015 09:28:13.130591 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16357,16484,10/23/2015 09:28:13.130591 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,T,TJ,42.731628,-73.66465
16358,16485,10/23/2015 11:14:10.183328 MDT,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.1500,B,BH,42.731628,-73.66465
16359,16486,10/23/2015 15:40:58.195834 MDT,TROY,12180,RENSSELAER,Rensselaer,BH-1850,B,BM,42.731628,-73.66465
16360,16487,10/28/2015 09:17:56.677073 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-3000.0500-250,B,BM,42.731628,-73.66465
16361,16488,10/28/2015 09:17:56.677073 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-3000.0500-250,B,BM,42.731628,-73.66465
16362,16489,10/28/2015 09:17:56.677073 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-3000.0500-250,B,BM,42.731628,-73.66465
16363,16490,10/28/2015 09:17:56.677073 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-3000.2000-250,B,BM,42.731628,-73.66465
16364,16491,10/28/2015 09:17:56.677073 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-3000.2000-250,B,BM,42.731628,-73.66465
16365,16492,10/28/2015 09:17:56.677073 MDT,TROY,12180,RENSSELAER,Rensselaer,BM-3000.2000-250,F,FT,42.731628,-73.66465
16366,16505,11/09/2015 14:21:39.989131 MST,TROY,12180,RENSSELAER,Rensselaer,BH-1850,Y,YZ,42.731628,-73.66465
16367,16526,11/10/2015 13:33:56.464589 MST,TROY,12180,RENSSELAER,Rensselaer,TD-6600.4500-040,B,BV,42.731628,-73.66465
16368,16531,11/17/2015 08:10:14.551444 MST,TROY,12180,RENSSELAER,Rensselaer,NT-8900,F,FL,42.731628,-73.66465
16369,16533,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16370,16534,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16371,16535,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16372,16536,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-250,B,BM,42.731628,-73.66465
16373,16537,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,B,BM,42.731628,-73.66465
16374,16538,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,B,BM,42.731628,-73.66465
16375,16539,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,B,BM,42.731628,-73.66465
16376,16540,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,BM-6500.1500-130,N,NT,42.731628,-73.66465
16377,16541,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16378,16542,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16379,16543,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16380,16544,11/19/2015 10:19:59.418421 MST,TROY,12180,RENSSELAER,Rensselaer,NT-8900,,,42.731628,-73.66465
16381,16545,12/01/2015 08:55:56.652363 MST,TROY,12180,RENSSELAER,Rensselaer,,F,FT,42.731628,-73.66465
16382,16547,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16383,16548,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16384,16549,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16385,16550,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16386,16551,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16387,16552,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16388,16553,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16389,16554,12/04/2015 07:39:38.38868 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16390,16555,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16391,16556,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16392,16557,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16393,16558,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.1500,P,PH,42.731628,-73.66465
16394,16559,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16395,16560,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16396,16561,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,P,PH,42.731628,-73.66465
16397,16562,12/04/2015 12:53:05.199652 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2950.3200,N,NL,42.731628,-73.66465
16398,16563,12/07/2015 15:50:24.396478 MST,TROY,12180,RENSSELAER,Rensselaer,NL-3000.1500,D,DD,42.731628,-73.66465
16399,16575,12/08/2015 13:26:57.688992 MST,TROY,12180,RENSSELAER,Rensselaer,FC-8200.8100-200,T,TI,42.731628,-73.66465
16400,16576,12/15/2015 14:49:39.144112 MST,TROY,12180,RENSSELAER,Rensselaer,TI-1800.3000-200,B,BM,42.731628,-73.66465
16401,16577,12/15/2015 14:49:39.144112 MST,TROY,12180,RENSSELAER,Rensselaer,BM-3000.2000-250,B,BM,42.731628,-73.66465
16402,16581,06/12/2015 15:28:30.933447 MDT,TROY,12180,RENSSELAER,Not Applicable,,,,42.731628,-73.66465
16403,16582,10/12/2015 14:36:33.926083 MDT,TROY,12180,RENSSELAER,Not Applicable,,,,42.731628,-73.66465
16404,16583,11/06/2015 07:03:36.55499 MST,TROY,12180,RENSSELAER,Not Applicable,,,,42.731628,-73.66465
16405,16584,01/09/2015 09:42:10.009235 MST,TROY,12180,RENSSELAER,Rensselaer,,,,42.731628,-73.66465
16406,16585,01/09/2015 09:42:10.009235 MST,TROY,12180,RENSSELAER,Rensselaer,,,,42.731628,-73.66465
16407,16586,01/09/2015 09:47:06.849831 MST,TROY,12180,RENSSELAER,Rensselaer,,,,42.731628,-73.66465
16408,16587,01/09/2015 09:47:06.849831 MST,TROY,12180,RENSSELAER,Rensselaer,,F,FP,42.731628,-73.66465
16409,16588,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,FP-0500,F,FP,42.731628,-73.66465
16410,16589,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,FP-0500,F,FP,42.731628,-73.66465
16411,16590,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,FP-0500,F,FP,42.731628,-73.66465
16412,16591,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,FP-0500,P,PH,42.731628,-73.66465
16413,16592,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1300,P,PH,42.731628,-73.66465
16414,16593,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1300,P,PH,42.731628,-73.66465
16415,16594,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1300,P,PH,42.731628,-73.66465
16416,16595,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,PH-2400.1300,B,BH,42.731628,-73.66465
16417,16596,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,BH-7000.5100-330,B,BH,42.731628,-73.66465
16418,16597,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,BH-7000.5100-330,B,BH,42.731628,-73.66465
16419,16598,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,BH-7000.5100-330,B,BH,42.731628,-73.66465
16420,16599,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,BH-7000.5100-330,T,TJ,42.731628,-73.66465
16421,16600,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,T,TJ,42.731628,-73.66465
16422,16601,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,T,TJ,42.731628,-73.66465
16423,16602,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,T,TJ,42.731628,-73.66465
16424,16603,01/26/2015 08:23:53.35172 MST,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,,,42.731628,-73.66465
16425,16604,01/26/2015 10:25:50.555846 MST,TROY,12180,RENSSELAER,Rensselaer,,,,42.731628,-73.66465
16426,16605,02/03/2015 12:45:43.138471 MST,TROY,12180,RENSSELAER,Rensselaer,,,,42.731628,-73.66465
16427,16606,02/03/2015 12:45:43.138471 MST,TROY,12180,RENSSELAER,Rensselaer,,B,BH,42.731628,-73.66465
16428,16607,02/09/2015 10:05:47.893281 MST,TROY,12180,RENSSELAER,Rensselaer,BH-3700.3000,B,BH,42.731628,-73.66465
16429,16608,02/09/2015 10:05:47.893281 MST,TROY,12180,RENSSELAER,Rensselaer,BH-3700.3000,T,TJ,42.731628,-73.66465
16430,16609,02/09/2015 10:05:47.893281 MST,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,T,TJ,42.731628,-73.66465
16431,16610,02/09/2015 10:05:47.893281 MST,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,Y,YZ,42.731628,-73.66465
16432,16611,02/09/2015 10:05:47.893281 MST,TROY,12180,RENSSELAER,Rensselaer,YZ-3150,Y,YZ,42.731628,-73.66465
16433,16612,02/09/2015 10:05:47.893281 MST,TROY,12180,RENSSELAER,Rensselaer,YZ-3150,D,DT,42.731628,-73.66465
16434,16613,02/18/2015 11:07:05.971176 MST,TROY,12180,RENSSELAER,Rensselaer,DT-8800,F,FP,42.731628,-73.66465
16435,16614,06/11/2015 13:32:33.564507 MDT,TROY,12180,RENSSELAER,Rensselaer,FP-0500,F,FP,42.731628,-73.66465
16436,16615,06/11/2015 13:32:33.564507 MDT,TROY,12180,RENSSELAER,Rensselaer,FP-0500,P,PH,42.731628,-73.66465
16437,16616,06/11/2015 13:32:33.564507 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1000,P,PH,42.731628,-73.66465
16438,16617,06/11/2015 13:32:33.564507 MDT,TROY,12180,RENSSELAER,Rensselaer,PH-1000,T,TJ,42.731628,-73.66465
16439,16618,07/02/2015 13:55:30.886396 MDT,TROY,12180,RENSSELAER,Rensselaer,TJ-3000.8000,,,42.731628,-73.66465
16440,16619,07/23/2015 13:31:44.881598 MDT,TROY,12180,RENSSELAER,Rensselaer,,R,RP,42.731628,-73.66465
16441,16620,08/10/2015 11:08:10.566573 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-1500.1400-200,R,RP,42.731628,-73.66465
16442,16621,08/10/2015 11:08:10.566573 MDT,TROY,12180,RENSSELAER,Rensselaer,RP-1500.1400-200,Y,YV,42.731628,-73.66465
16443,16622,08/10/2015 11:08:10.566573 MDT,TROY,12180,RENSSELAER,Rensselaer,YV-3000.3000,Y,YV,42.731628,-73.66465
16444,16623,08/10/2015 11:08:10.566573 MDT,TROY,12180,RENSSELAER,Rensselaer,YV-3000.3000,P,PX,42.731628,-73.66465
16445,16630,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16446,16631,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16447,16632,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,N,NT,42.731628,-73.66465
16448,16633,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,NT-8900,F,FF,42.731628,-73.66465
16449,16634,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,FF-1900,F,FF,42.731628,-73.66465
16450,16635,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,FF-1900,F,FF,42.731628,-73.66465
16451,16636,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,FF-1900,F,FF,42.731628,-73.66465
16452,16637,08/19/2015 10:55:03.48442 MDT,TROY,12180,RENSSELAER,Rensselaer,FF-1900,F,FP,42.731628,-73.66465
